File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Biosample.genetic.modifications.methods	Biosample.genetic.modifications.categories	Biosample.genetic.modifications.targets	Biosample.genetic.modifications.gene.targets	Biosample.genetic.modifications.site.coordinates	Biosample.genetic.modifications.zygosity	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Genome.annotation	Platform	Controlled.by	File.Status	s3_uri	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF002DAX	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	CTCF-human	DNA	NA	NA			False	2011-03-17	ENCODE	NA	NA	NA		NA	NA	NA		NA			754913	ENCODE Consortium Analysis Working Group	ecbae2a248b1e92b1f5eb99c8d762a63		https://www.encodeproject.org/files/ENCFF002DAX/@@download/ENCFF002DAX.bed.gz	hg19	NA			released	s3://encode-public/2014/06/06/ba036a06-6bbf-4034-bdcf-33b8aab57162/ENCFF002DAX.narrowPeak.gz	NA	NA	NA	NA
ENCFF920LEU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR799GOY	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	YBX1-human	DNA	NA	NA			False	2016-09-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF527RBD, ENCFF674AYU, ENCFF716TQR	88695	ENCODE Processing Pipeline	3294d59a75115ea2e7bba0de196a9231		https://www.encodeproject.org/files/ENCFF920LEU/@@download/ENCFF920LEU.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/d86c68c7-dd2c-4302-8577-64078ea9c7bf/ENCFF920LEU.bed.gz	NA	NA	NA	NA
ENCFF684ASX	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EEC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	MAFF-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF003CWL, ENCFF175OAK, ENCFF611VKE	830843	ENCODE Processing Pipeline	78e68fd09e381d00943cc88af76f83b7		https://www.encodeproject.org/files/ENCFF684ASX/@@download/ENCFF684ASX.bed.gz	hg19	NA			released	s3://encode-public/2017/12/09/7d2ed63a-ba50-45f0-a392-d8d1fb2f6e70/ENCFF684ASX.bed.gz	NA	NA	NA	NA
ENCFF530LSA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR145CXH	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	TARDBP-human	DNA	NA	NA	SDS	formaldehyde	False	2017-12-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF625LUF, ENCFF640MOW, ENCFF657QUD	131195	ENCODE Processing Pipeline	4a92466ac0c7aa892d275f40b241a09e		https://www.encodeproject.org/files/ENCFF530LSA/@@download/ENCFF530LSA.bed.gz	hg19	NA			released	s3://encode-public/2017/02/10/693f1073-3548-4c4f-aae3-6e0caec40fae/ENCFF530LSA.bed.gz	NA	NA	NA	NA
ENCFF046BRA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR465BWW	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SRSF1-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF143VYB, ENCFF587MXU, ENCFF675XWW	204031	ENCODE Processing Pipeline	97c1e545a8c603abadb9bfed538cd385		https://www.encodeproject.org/files/ENCFF046BRA/@@download/ENCFF046BRA.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/3530987b-d57b-4950-adbe-52d4c711d4d2/ENCFF046BRA.bed.gz	NA	NA	NA	NA
ENCFF658YLW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR545FXC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ATF7-human	DNA	NA	NA			False	2016-07-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF302KGG, ENCFF556TCV, ENCFF684VZS	712827	ENCODE Processing Pipeline	e36045cc8769b117f494406dc120ea94		https://www.encodeproject.org/files/ENCFF658YLW/@@download/ENCFF658YLW.bed.gz	hg19	NA			released	s3://encode-public/2017/01/27/2a1ac37b-9038-47c6-9a76-22d1d4f6be80/ENCFF658YLW.bed.gz	NA	NA	NA	NA
ENCFF721YGQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR988LZG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ARID5B-human/	NA	NA	NA	ARID4B-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF232LWL, ENCFF681EMD, ENCFF949ACP	890130	ENCODE Processing Pipeline	d4fc0c61ad680df6f5e2f5ee0b71ad4d		https://www.encodeproject.org/files/ENCFF721YGQ/@@download/ENCFF721YGQ.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/6598acb3-f317-40dd-b6f7-3fd4d3be537a/ENCFF721YGQ.bed.gz	NA	NA	NA	NA
ENCFF837HCH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR396QWK	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MBD1-human/	NA	NA	NA	MBD1-human	DNA	NA	NA			False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF151CJE, ENCFF775VAP, ENCFF935PRS	199892	ENCODE Processing Pipeline	612b5357f838579f884e20cfc9b356d4		https://www.encodeproject.org/files/ENCFF837HCH/@@download/ENCFF837HCH.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/9ec46b2e-79fa-4f66-807b-478b2b30ae2f/ENCFF837HCH.bed.gz	NA	NA	NA	NA
ENCFF065EPE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BJK	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	GABPA-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF348PXE, ENCFF451PTD, ENCFF539SWX	145608	ENCODE Processing Pipeline	fb8bebc60129799408d9866b62709e23		https://www.encodeproject.org/files/ENCFF065EPE/@@download/ENCFF065EPE.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/1ebd6c7a-a689-4fe1-8d9c-b65f82d90083/ENCFF065EPE.bed.gz	NA	NA	NA	NA
ENCFF276GUV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR019KPC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	PLRG1-human	DNA	NA	NA			False	2016-10-31	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF351PSH, ENCFF808TMF, ENCFF871CGQ	38390	ENCODE Processing Pipeline	e27ccc297cd456a07fa285e71f660549		https://www.encodeproject.org/files/ENCFF276GUV/@@download/ENCFF276GUV.bed.gz	hg19	NA			released	s3://encode-public/2018/05/30/bfd94ecb-3299-44ab-b047-2d872834f122/ENCFF276GUV.bed.gz	NA	NA	NA	NA
ENCFF153JLK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BJL	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	REST-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF413BWR, ENCFF816UIF, ENCFF884SBE	82634	ENCODE Processing Pipeline	cc4c628548dadf6eff641ba4393fd6fd		https://www.encodeproject.org/files/ENCFF153JLK/@@download/ENCFF153JLK.bed.gz	hg19	NA			released	s3://encode-public/2016/12/14/a2f181e6-8c2b-483c-9a19-3c5f5dc8b006/ENCFF153JLK.bed.gz	NA	NA	NA	NA
ENCFF944IVP	bed narrowPeak	optimal IDR thresholded peaks	ENCSR011CIR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF614-human/	NA	NA	NA	ZNF614-human	DNA	NA	NA			False	2018-02-10	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF198RAS, ENCFF537CVM, ENCFF760PSK	426694	ENCODE Processing Pipeline	8f0cfb1c8ef37a3bb213a71519556f28		https://www.encodeproject.org/files/ENCFF944IVP/@@download/ENCFF944IVP.bed.gz	hg19	NA			released	s3://encode-public/2018/02/09/2f4e98b9-04c7-4541-9784-eeae6ff056d8/ENCFF944IVP.bed.gz	NA	NA	NA	NA
ENCFF432DIT	bed narrowPeak	optimal IDR thresholded peaks	ENCSR543BVU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SOX6-human	DNA	NA	NA			False	2017-06-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF360HFD, ENCFF882RKE, ENCFF971KNY	37138	ENCODE Processing Pipeline	e6719c81f02b90d02f1a15c0eff4e0b8		https://www.encodeproject.org/files/ENCFF432DIT/@@download/ENCFF432DIT.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/7c5f185c-f388-4508-bad8-9b75a2c0dddd/ENCFF432DIT.bed.gz	NA	NA	NA	NA
ENCFF522XCQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR125DAD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MLX-human/	NA	NA	NA	MLX-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF134RAA, ENCFF162RWS, ENCFF646XAL	290121	ENCODE Processing Pipeline	9030d93d118d395dcc76bc28b299c3f1		https://www.encodeproject.org/files/ENCFF522XCQ/@@download/ENCFF522XCQ.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/8472cd26-891c-467e-8d7f-e1fc6999d2ee/ENCFF522XCQ.bed.gz	NA	NA	NA	NA
ENCFF789WBV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR340BXT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KAT7-human/	NA	NA	NA	KAT7-human	DNA	NA	NA			False	2018-02-10	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF220XZR, ENCFF330KXU, ENCFF570KPZ	329429	ENCODE Processing Pipeline	17ddadd5d0b6c439f1969776b27146a8		https://www.encodeproject.org/files/ENCFF789WBV/@@download/ENCFF789WBV.bed.gz	hg19	NA			released	s3://encode-public/2018/02/09/dd08bca8-b1fb-4b7b-8087-c2981ee7952c/ENCFF789WBV.bed.gz	NA	NA	NA	NA
ENCFF706RIA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EDQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RCOR1-human	DNA	NA	NA			False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF119GVR, ENCFF531FFM, ENCFF827IXZ	101271	ENCODE Processing Pipeline	6d0a14b130b1f915375be8647eed081c		https://www.encodeproject.org/files/ENCFF706RIA/@@download/ENCFF706RIA.bed.gz	hg19	NA			released	s3://encode-public/2017/07/20/1ae2d853-53fa-4187-accb-96c6f643a361/ENCFF706RIA.bed.gz	NA	NA	NA	NA
ENCFF560CMG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR183AXJ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	HNRNPUL1-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF229FTN, ENCFF456VQO, ENCFF946JBN	66668	ENCODE Processing Pipeline	3c99421784619151bea246fef5f923fc		https://www.encodeproject.org/files/ENCFF560CMG/@@download/ENCFF560CMG.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/102bfaec-f40e-4eda-b5e1-6d120787194a/ENCFF560CMG.bed.gz	NA	NA	NA	NA
ENCFF093OUB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR313VZG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	FIP1L1-human	DNA	NA	NA	SDS	formaldehyde	False	2018-01-19	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF085CEK, ENCFF774WWH, ENCFF940FLJ	68983	ENCODE Processing Pipeline	0a4e7d993d80ecf65920797b2053a03d		https://www.encodeproject.org/files/ENCFF093OUB/@@download/ENCFF093OUB.bed.gz	hg19	NA			released	s3://encode-public/2018/01/10/eacfa2f5-c30d-4d5a-8c46-54c023b19b72/ENCFF093OUB.bed.gz	NA	NA	NA	NA
ENCFF281OPX	bed narrowPeak	optimal IDR thresholded peaks	ENCSR826YMT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/SMAD4-human/	NA	NA	NA	SMAD4-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF116GAA, ENCFF603EYH, ENCFF802JBA	753879	ENCODE Processing Pipeline	13112e1059d679c9865654a08338e15b		https://www.encodeproject.org/files/ENCFF281OPX/@@download/ENCFF281OPX.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/0dd48ce0-0bae-4a90-9dbc-459468b11804/ENCFF281OPX.bed.gz	NA	NA	NA	NA
ENCFF539NTA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR791AGT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ZNF24-human	DNA	NA	NA			False	2018-01-29	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF106XCP, ENCFF415JVE, ENCFF852WZC	129205	ENCODE Processing Pipeline	bf9b021386c9ca484566857247f651cb		https://www.encodeproject.org/files/ENCFF539NTA/@@download/ENCFF539NTA.bed.gz	hg19	NA			released	s3://encode-public/2017/12/02/a737bc96-ad2f-45bb-a548-b982022c1aa9/ENCFF539NTA.bed.gz	NA	NA	NA	NA
ENCFF707UDV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR108TYQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/GATAD1-human/	NA	NA	NA	GATAD1-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF170DGQ, ENCFF284BXR, ENCFF495TPH	444386	ENCODE Processing Pipeline	3209da5ee7ae0679b8ffc139b53935d1		https://www.encodeproject.org/files/ENCFF707UDV/@@download/ENCFF707UDV.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/9510be15-1d66-443e-9eaf-bbd010b2fec3/ENCFF707UDV.bed.gz	NA	NA	NA	NA
ENCFF132BFM	bed narrowPeak	optimal IDR thresholded peaks	ENCSR445ACU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SOX13-human	DNA	NA	NA			False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF174SPG, ENCFF557TVO, ENCFF755OPP	205039	ENCODE Processing Pipeline	d8eacef275ec089ec50959bc1c078ffc		https://www.encodeproject.org/files/ENCFF132BFM/@@download/ENCFF132BFM.bed.gz	hg19	NA			released	s3://encode-public/2018/02/26/e3072786-738f-46cc-8beb-68102e409749/ENCFF132BFM.bed.gz	NA	NA	NA	NA
ENCFF950KWC	bed narrowPeak	optimal IDR thresholded peaks	ENCSR590QQP	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	FUS-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF112VKY, ENCFF599UGJ, ENCFF922ONM	132567	ENCODE Processing Pipeline	8b524916f309bebd032da25baa1041f7		https://www.encodeproject.org/files/ENCFF950KWC/@@download/ENCFF950KWC.bed.gz	hg19	NA			released	s3://encode-public/2017/02/08/ccf6ca8e-20e7-45bc-9906-9eda8e62719f/ENCFF950KWC.bed.gz	NA	NA	NA	NA
ENCFF552URL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR633OVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/RFX3-human/	NA	NA	NA	RFX3-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF378PAB, ENCFF771QBX, ENCFF955YUQ	116494	ENCODE Processing Pipeline	233e5eb4220c4e8dfc0d343465def28e		https://www.encodeproject.org/files/ENCFF552URL/@@download/ENCFF552URL.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/37df3f41-eda3-472f-ae7f-2e8a37206473/ENCFF552URL.bed.gz	NA	NA	NA	NA
ENCFF615ZNL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR387JKT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KDM3A-human/	NA	NA	NA	KDM3A-human	DNA	NA	NA			False	2018-02-19	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF195MZT, ENCFF513UXW, ENCFF572AIP	327557	ENCODE Processing Pipeline	7c9167548b299e6255d6eedabd649457		https://www.encodeproject.org/files/ENCFF615ZNL/@@download/ENCFF615ZNL.bed.gz	hg19	NA			released	s3://encode-public/2018/02/09/9555a173-c330-4a28-8c38-fc57e61021f9/ENCFF615ZNL.bed.gz	NA	NA	NA	NA
ENCFF448CFQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR553QMC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF7-human/	NA	NA	NA	ZNF7-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF604RKF, ENCFF904ZYP, ENCFF964NXT	150142	ENCODE Processing Pipeline	b09f78d3e63995a6be6b83af71382199		https://www.encodeproject.org/files/ENCFF448CFQ/@@download/ENCFF448CFQ.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/de4ef44a-d3fb-4bb5-ac63-dddeeb3403d0/ENCFF448CFQ.bed.gz	NA	NA	NA	NA
ENCFF972NIR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EEH	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	NRF1-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF228KKV, ENCFF864QJF, ENCFF966VOH	38996	ENCODE Processing Pipeline	9279471da999b426ccbb6fc9df0cb304		https://www.encodeproject.org/files/ENCFF972NIR/@@download/ENCFF972NIR.bed.gz	hg19	NA			released	s3://encode-public/2017/12/09/eafca1e4-f3b2-4bf9-a307-e8d876bb93bf/ENCFF972NIR.bed.gz	NA	NA	NA	NA
ENCFF623ALA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR506HXN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	TRIM22-human	DNA	NA	NA			False	2017-01-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF171UYN, ENCFF289OSX, ENCFF383SFZ	43005	ENCODE Processing Pipeline	4e81358d720dfe33459f0f2bd5d414c3		https://www.encodeproject.org/files/ENCFF623ALA/@@download/ENCFF623ALA.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/fca8b5c1-21fc-4318-acf8-3375e12bcdac/ENCFF623ALA.bed.gz	NA	NA	NA	NA
ENCFF808WQI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR029IBC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ARNT-human	DNA	NA	NA			False	2017-01-31	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF078MLZ, ENCFF409LKX, ENCFF469FRK	24535	ENCODE Processing Pipeline	0abe74aad8be20ae1d2cdd97ab5fb152		https://www.encodeproject.org/files/ENCFF808WQI/@@download/ENCFF808WQI.bed.gz	hg19	NA			released	s3://encode-public/2017/02/02/f0be060a-c9cf-4e03-b8ea-617d32305fc3/ENCFF808WQI.bed.gz	NA	NA	NA	NA
ENCFF002DAY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DLQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	POLR2A-human	DNA	NA	NA			False	2011-03-17	ENCODE	NA	NA	NA		NA	NA	NA		NA			297297	ENCODE Consortium Analysis Working Group	3deff97587dc49a10018a337bc0b0b19		https://www.encodeproject.org/files/ENCFF002DAY/@@download/ENCFF002DAY.bed.gz	hg19	NA			released	s3://encode-public/2014/06/06/b3668640-35cf-4efd-9701-a633f15cd994/ENCFF002DAY.narrowPeak.gz	NA	NA	NA	NA
ENCFF503AZK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR337NWW	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	HDAC2-human	DNA	NA	NA			False	2016-10-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF514KXZ, ENCFF686QQS, ENCFF973BDU	122502	ENCODE Processing Pipeline	524e5189e3cc154582971252084975a0		https://www.encodeproject.org/files/ENCFF503AZK/@@download/ENCFF503AZK.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/62ebe617-294d-4e0c-95ad-150f14556749/ENCFF503AZK.bed.gz	NA	NA	NA	NA
ENCFF471HCD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BQI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	CEBPB-human	DNA	NA	NA			False	2012-02-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF073ACH, ENCFF721KHE, ENCFF774DWR	315269	ENCODE Processing Pipeline	9811f9d239aa6af3db6a129dcb21b892		https://www.encodeproject.org/files/ENCFF471HCD/@@download/ENCFF471HCD.bed.gz	hg19	NA			released	s3://encode-public/2017/07/07/b9f093cb-f670-46aa-98b3-380f64460d36/ENCFF471HCD.bed.gz	NA	NA	NA	NA
ENCFF037KBA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR993LMB	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/TGIF2-human/	NA	NA	NA	TGIF2-human	DNA	NA	NA			False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF414XQK, ENCFF743RLT, ENCFF974HXD	387181	ENCODE Processing Pipeline	0384e246befd811ed830cf323336589c		https://www.encodeproject.org/files/ENCFF037KBA/@@download/ENCFF037KBA.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/1dab482d-d831-476b-b8ae-ffb3b49e7b68/ENCFF037KBA.bed.gz	NA	NA	NA	NA
ENCFF055MVR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR868JLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	U2AF1-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF429PCJ, ENCFF466HRK, ENCFF947PDR	108075	ENCODE Processing Pipeline	f2824ea37b440bba9e73ddddbafbf472		https://www.encodeproject.org/files/ENCFF055MVR/@@download/ENCFF055MVR.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/8138c604-2f65-4826-a5c8-e6081734bf0b/ENCFF055MVR.bed.gz	NA	NA	NA	NA
ENCFF940BIM	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BJG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	TCF12-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF080AEE, ENCFF549YBI, ENCFF682QML	82467	ENCODE Processing Pipeline	ef10ea189b4f938947aaadfa6b6f4e84		https://www.encodeproject.org/files/ENCFF940BIM/@@download/ENCFF940BIM.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/77ba6a73-31b3-4f35-a071-9f45c3a1063b/ENCFF940BIM.bed.gz	NA	NA	NA	NA
ENCFF038QAU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR991ADX	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	U2AF2-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF243JAG, ENCFF572PWT, ENCFF713UPR	59703	ENCODE Processing Pipeline	05af5d42b9e4152c95b86de5913e67a8		https://www.encodeproject.org/files/ENCFF038QAU/@@download/ENCFF038QAU.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/42b2cd19-7419-41bd-93e6-56aebc046adb/ENCFF038QAU.bed.gz	NA	NA	NA	NA
ENCFF922FRH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR258SXK	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SFPQ-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF043HEA, ENCFF357IUK, ENCFF857OUT	9916	ENCODE Processing Pipeline	51209b817bcc63fb05aeb6cbe8f201e7		https://www.encodeproject.org/files/ENCFF922FRH/@@download/ENCFF922FRH.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/99300d2f-d8f0-40cc-8d5e-c7b358872848/ENCFF922FRH.bed.gz	NA	NA	NA	NA
ENCFF857YVK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BKE	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ATF3-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF291WLP, ENCFF414JVR, ENCFF725ZKM	73270	ENCODE Processing Pipeline	9b4d7d6214441c243d20fe05b2418338		https://www.encodeproject.org/files/ENCFF857YVK/@@download/ENCFF857YVK.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/c5856887-8eb4-4693-b3ed-116b2509272f/ENCFF857YVK.bed.gz	NA	NA	NA	NA
